League_Name,Team,Scored,1st half,2nd half,Avg. minute
Costa Rica - Primera Div. - Clausura,M. Liberia,26,57.7%,42.3%,46
Costa Rica - Primera Div. - Clausura,Cartagines,26,53.8%,46.2%,46
Costa Rica - Primera Div. - Clausura,Sporting SJ,22,50.0%,50.0%,47
Costa Rica - Primera Div. - Clausura,Santa Ana,22,50.0%,50.0%,49
Costa Rica - Primera Div. - Clausura,Zeledon,16,37.5%,62.5%,51
Costa Rica - Primera Div. - Clausura,San Carlos,13,38.5%,61.5%,58
Costa Rica - Primera Div. - Clausura,Guanacasteca,12,66.7%,33.3%,35
Croatia - 1. NL,,Scored,1st half,2nd half,Avg. minute
Croatia - 1. NL,Vukovar,55,34.5%,65.5%,55
Croatia - 1. NL,Cibalia,47,34.0%,66.0%,55
Croatia - 1. NL,Orijent,46,52.2%,47.8%,49
Croatia - 1. NL,Opatija,45,31.1%,68.9%,54
Croatia - 1. NL,Bijelo Brdo,37,45.9%,54.1%,49
Croatia - 1. NL,Sesvete,36,52.8%,47.2%,41
Croatia - 1. NL,Dubrava Zagreb,35,57.1%,42.9%,46
Croatia - 1. NL,Jarun,30,50.0%,50.0%,52
Croatia - 1. NL,Dugopolje,30,30.0%,70.0%,57
Croatia - 1. NL,C. Zmijavci,30,30.0%,70.0%,56
Croatia - 1. NL,Rudes,28,50.0%,50.0%,46
Croatia - 1. NL,Zrinski,15,46.7%,53.3%,43
CzechRepublic - 1. Liga,,Scored,1st half,2nd half,Avg. minute
CzechRepublic - 1. Liga,Slavia Prague,77,49.4%,50.6%,47
CzechRepublic - 1. Liga,Viktoria Plzen,71,50.7%,49.3%,46
CzechRepublic - 1. Liga,Sparta Prague,61,41.0%,59.0%,49
CzechRepublic - 1. Liga,Jablonec,60,48.3%,51.7%,50
CzechRepublic - 1. Liga,Banik Ostrava,58,44.8%,55.2%,51
CzechRepublic - 1. Liga,Mlada Boleslav,48,41.7%,58.3%,50
CzechRepublic - 1. Liga,Sigma Olomouc,48,43.8%,56.3%,51
CzechRepublic - 1. Liga,Slovan Liberec,47,51.1%,48.9%,45
CzechRepublic - 1. Liga,Teplice,41,34.1%,65.9%,57
CzechRepublic - 1. Liga,Hradec Kralove,40,60.0%,40.0%,46
CzechRepublic - 1. Liga,Karvina,40,55.0%,45.0%,40
CzechRepublic - 1. Liga,Bohemians,37,56.8%,43.2%,46
CzechRepublic - 1. Liga,Dukla Praha,34,35.3%,64.7%,55
CzechRepublic - 1. Liga,Slovacko,31,35.5%,64.5%,54
CzechRepublic - 1. Liga,Pardubice,25,44.0%,56.0%,49
CzechRepublic - 1. Liga,C. Budejovice,16,43.8%,56.3%,53
CzechRepublic - FNL,,Scored,1st half,2nd half,Avg. minute
CzechRepublic - FNL,Vikto Zizkov,51,52.9%,47.1%,48
CzechRepublic - FNL,Chrudim,47,57.4%,42.6%,43
CzechRepublic - FNL,Zlin,45,42.2%,57.8%,50
CzechRepublic - FNL,Vlasim,43,30.2%,69.8%,59
CzechRepublic - FNL,Sparta Prague B,41,53.7%,46.3%,45
CzechRepublic - FNL,Slavia Prague B,41,48.8%,51.2%,49
CzechRepublic - FNL,Varnsdorf,39,48.7%,51.3%,47
CzechRepublic - FNL,Zbrojovka Brno,39,46.2%,53.8%,47
CzechRepublic - FNL,Banik Ostrava B,35,40.0%,60.0%,53
CzechRepublic - FNL,Jihlava,35,54.3%,45.7%,47
CzechRepublic - FNL,Taborsko,34,50.0%,50.0%,48
CzechRepublic - FNL,Vyskov,33,36.4%,63.6%,55
CzechRepublic - FNL,Prostejov,31,45.2%,54.8%,45
CzechRepublic - FNL,Lisen,31,61.3%,38.7%,46
CzechRepublic - FNL,Sigma Olomouc B,31,29.0%,71.0%,56
CzechRepublic - FNL,Opava,29,41.4%,58.6%,49
Denmark - Superligaen,,Scored,1st half,2nd half,Avg. minute
Denmark - Superligaen,FC Midtjylland,64,46.9%,53.1%,54
Denmark - Superligaen,FC Kobenhavn,60,40.0%,60.0%,52
Denmark - Superligaen,Brondby IF,58,39.7%,60.3%,51
Denmark - Superligaen,Viborg,57,47.4%,52.6%,50
Denmark - Superligaen,Randers FC,57,47.4%,52.6%,48
Denmark - Superligaen,Silkeborg,56,53.6%,46.4%,46
Denmark - Superligaen,Nordsjaelland,53,60.4%,39.6%,45
Denmark - Superligaen,AGF Aarhus,53,49.1%,50.9%,46
Denmark - Superligaen,SonderjyskE,47,59.6%,40.4%,44
Denmark - Superligaen,Vejle BK,37,43.2%,56.8%,51
Denmark - Superligaen,Aalborg BK,34,32.4%,67.6%,53
Denmark - Superligaen,Lyngby,26,38.5%,61.5%,54
Denmark - 1st Division,,Scored,1st half,2nd half,Avg. minute
Denmark - 1st Division,Odense BK,69,52.2%,47.8%,48
Denmark - 1st Division,Fredericia,65,41.5%,58.5%,51
Denmark - 1st Division,Hillerod,56,44.6%,55.4%,48
Denmark - 1st Division,Esbjerg,52,42.3%,57.7%,48
Denmark - 1st Division,AC Horsens,49,36.7%,63.3%,50
Denmark - 1st Division,B 93,42,52.4%,47.6%,48
Denmark - 1st Division,Hobro,39,41.0%,59.0%,51
Denmark - 1st Division,Roskilde,37,43.2%,56.8%,45
Denmark - 1st Division,Kolding IF,36,36.1%,63.9%,55
Denmark - 1st Division,HB Koge,36,47.2%,52.8%,50
Denmark - 1st Division,Vendsyssel,35,45.7%,54.3%,49
Denmark - 1st Division,Hvidovre,33,48.5%,51.5%,51
Denmark - 2nd Division,,Scored,1st half,2nd half,Avg. minute
Denmark - 2nd Division,Aarhus Fremad,38,36.8%,63.2%,55
Denmark - 2nd Division,Middelfart,35,65.7%,34.3%,41
Denmark - 2nd Division,Fremad Amager,33,21.2%,78.8%,57
Denmark - 2nd Division,AB Copenhagen,33,60.6%,39.4%,43
Denmark - 2nd Division,Helsingor,27,33.3%,66.7%,52
Denmark - 2nd Division,Skive,26,46.2%,53.8%,51
Denmark - 2nd Division,BK Frem,25,48.0%,52.0%,47
Denmark - 2nd Division,Ishoj,24,41.7%,58.3%,53
Denmark - 2nd Division,Naestved,23,60.9%,39.1%,43
Denmark - 2nd Division,Hellerup IK,22,18.2%,81.8%,62
Denmark - 2nd Division,Thisted,19,52.6%,47.4%,45
Denmark - 2nd Division,Nykobing,15,53.3%,46.7%,45
Ecuador - Liga Pro,,Scored,1st half,2nd half,Avg. minute
Ecuador - Liga Pro,I. del Valle,34,61.8%,38.2%,42
Ecuador - Liga Pro,Barcelona SC,30,36.7%,63.3%,55
Ecuador - Liga Pro,LDU Quito,29,37.9%,62.1%,58
Ecuador - Liga Pro,U. Catolica,28,28.6%,71.4%,57
Ecuador - Liga Pro,Libertad,27,29.6%,70.4%,57
Ecuador - Liga Pro,Aucas,25,48.0%,52.0%,49
Ecuador - Liga Pro,Cuniburo,25,52.0%,48.0%,43
Ecuador - Liga Pro,Manta,23,52.2%,47.8%,49
Ecuador - Liga Pro,Mushuc Runa,22,40.9%,59.1%,51
Ecuador - Liga Pro,El Nacional,22,54.5%,45.5%,41
Ecuador - Liga Pro,D. Cuenca,22,63.6%,36.4%,43
Ecuador - Liga Pro,Orense,21,57.1%,42.9%,47
Ecuador - Liga Pro,Delfin,19,31.6%,68.4%,59
Ecuador - Liga Pro,Tecnico U.,16,68.8%,31.3%,39
Ecuador - Liga Pro,Macara,14,42.9%,57.1%,51
Ecuador - Liga Pro,Emelec,13,53.8%,46.2%,57
England - Premier League,,Scored,1st half,2nd half,Avg. minute
England - Premier League,Liverpool,86,46.5%,53.5%,50
England - Premier League,Manchester City,72,56.9%,43.1%,45
England - Premier League,Arsenal,69,47.8%,52.2%,50
England - Premier League,Newcastle Utd,68,54.4%,45.6%,45
England - Premier League,Brentford,66,53.0%,47.0%,47
England - Premier League,Brighton,66,40.9%,59.1%,53
England - Premier League,Tottenham,64,51.6%,48.4%,46
England - Premier League,Chelsea,64,45.3%,54.7%,47
England - Premier League,Aston Villa,58,39.7%,60.3%,51
England - Premier League,Nottm Forest,58,50.0%,50.0%,45
England - Premier League,Bournemouth,58,36.2%,63.8%,56
England - Premier League,Fulham,54,40.7%,59.3%,53
England - Premier League,Wolverhampton,54,48.1%,51.9%,49
England - Premier League,Crystal Palace,51,37.3%,62.7%,52
England - Premier League,West Ham Utd,46,37.0%,63.0%,55
England - Premier League,Manchester Utd,44,34.1%,65.9%,59
England - Premier League,Everton,42,59.5%,40.5%,44
England - Premier League,Ipswich Town,36,61.1%,38.9%,44
England - Premier League,Leicester City,33,36.4%,63.6%,53
England - Premier League,Southampton,26,46.2%,53.8%,49
England - Championship,,Scored,1st half,2nd half,Avg. minute
England - Championship,Leeds Utd,95,45.3%,54.7%,49
England - Championship,Norwich City,71,43.7%,56.3%,52
England - Championship,Burnley,69,56.5%,43.5%,45
England - Championship,Middlesbrough,64,51.6%,48.4%,47
England - Championship,Coventry City,64,50.0%,50.0%,48
England - Championship,Sheffield Utd,63,50.8%,49.2%,45
England - Championship,Sheffield Wed,60,31.7%,68.3%,55
England - Championship,Bristol City,59,32.2%,67.8%,53
England - Championship,Portsmouth,58,50.0%,50.0%,47
England - Championship,Sunderland,58,50.0%,50.0%,45
England - Championship,West Brom,57,57.9%,42.1%,45
England - Championship,Blackburn,53,35.8%,64.2%,54
England - Championship,Watford,53,35.8%,64.2%,54
England - Championship,QP Rangers,53,41.5%,58.5%,51
England - Championship,Plymouth,51,35.3%,64.7%,56
England - Championship,Swansea City,51,58.8%,41.2%,43
England - Championship,Oxford Utd,49,38.8%,61.2%,51
England - Championship,Derby County,48,39.6%,60.4%,49
England - Championship,Cardiff City,48,41.7%,58.3%,50
England - Championship,Preston,48,43.8%,56.3%,48
England - Championship,Millwall,47,42.6%,57.4%,53
England - Championship,Luton Town,45,44.4%,55.6%,48
England - Championship,Stoke City,45,48.9%,51.1%,49
England - Championship,Hull City,44,36.4%,63.6%,55
England - League One,,Scored,1st half,2nd half,Avg. minute
England - League One,Birmingham City,84,50.0%,50.0%,47
England - League One,Leyton Orient,72,48.6%,51.4%,45
England - League One,Stockport,72,43.1%,56.9%,51
England - League One,Blackpool,72,43.1%,56.9%,51
England - League One,Wycombe,70,35.7%,64.3%,55
England - League One,Barnsley,69,43.5%,56.5%,48
England - League One,Reading,68,36.8%,63.2%,52
England - League One,Peterborough,68,57.4%,42.6%,45
England - League One,Wrexham,67,47.8%,52.2%,46
England - League One,Bolton,67,34.3%,65.7%,56
England - League One,Charlton,67,38.8%,61.2%,52
England - League One,Lincoln City,64,46.9%,53.1%,48
England - League One,Mansfield,60,58.3%,41.7%,43
England - League One,Huddersfield,58,44.8%,55.2%,48
England - League One,Crawley Town,57,42.1%,57.9%,51
England - League One,Rotherham,54,46.3%,53.7%,49
England - League One,Exeter City,49,40.8%,59.2%,49
England - League One,Burton Albion,49,49.0%,51.0%,47
England - League One,Northampton,48,50.0%,50.0%,49
England - League One,Cambridge Utd,45,48.9%,51.1%,44
England - League One,Bristol Rovers,44,38.6%,61.4%,52
England - League One,Stevenage,42,33.3%,66.7%,56
England - League One,Shrewsbury,41,39.0%,61.0%,52
England - League One,Wigan Athletic,40,50.0%,50.0%,47
England - National League,,Scored,1st half,2nd half,Avg. minute
England - National League,Barnet,97,48.5%,51.5%,49
England - National League,York City,95,40.0%,60.0%,56
England - National League,Gateshead FC,76,55.3%,44.7%,44
England - National League,Aldershot Town,69,44.9%,55.1%,51
England - National League,Forest Green,69,43.5%,56.5%,52
England - National League,Rochdale,69,40.6%,59.4%,51
England - National League,Altrincham,68,51.5%,48.5%,46
England - National League,Tamworth,65,40.0%,60.0%,55
England - National League,Oldham,64,40.6%,59.4%,52
England - National League,Dagenham & R.,61,42.6%,57.4%,50
England - National League,Solihull Moors,61,37.7%,62.3%,54
England - National League,Hartlepool,59,39.0%,61.0%,53
England - National League,Southend Utd,59,50.8%,49.2%,46
England - National League,Sutton Utd,59,45.8%,54.2%,47
England - National League,Eastleigh,58,55.2%,44.8%,45
England - National League,Maidenhead Utd,57,42.1%,57.9%,50
England - National League,Wealdstone,56,42.9%,57.1%,52
England - National League,Boston Utd,54,55.6%,44.4%,46
England - National League,Woking,52,32.7%,67.3%,53
England - National League,Braintree Town,51,54.9%,45.1%,41
England - National League,Yeovil Town,51,43.1%,56.9%,50
England - National League,AFC Fylde,50,50.0%,50.0%,47
England - National League,Halifax Town,50,44.0%,56.0%,47
England - National League,Ebbsfleet Utd,38,31.6%,68.4%,59
FaroeIslands - Premier League,,Scored,1st half,2nd half,Avg. minute
FaroeIslands - Premier League,NSI Runavik,58,36.2%,63.8%,55
FaroeIslands - Premier League,Klaksvik,51,52.9%,47.1%,48
FaroeIslands - Premier League,HB Torshavn,36,33.3%,66.7%,53
FaroeIslands - Premier League,B36 Torshavn,25,44.0%,56.0%,50
FaroeIslands - Premier League,Vikingur,20,40.0%,60.0%,50
FaroeIslands - Premier League,B68 Toftir,20,35.0%,65.0%,58
FaroeIslands - Premier League,07 Vestur,17,76.5%,23.5%,35
FaroeIslands - Premier League,Streymur,15,33.3%,66.7%,56
FaroeIslands - Premier League,TB Tvoroyri,12,50.0%,50.0%,48
FaroeIslands - Premier League,Suduroy,8,50.0%,50.0%,46
Finland - Veikkausliiga,,Scored,1st half,2nd half,Avg. minute
Finland - Veikkausliiga,Ilves,30,33.3%,66.7%,56
Finland - Veikkausliiga,HJK Helsinki,28,46.4%,53.6%,48
Finland - Veikkausliiga,SJK,27,37.0%,63.0%,53
Finland - Veikkausliiga,Inter Turku,26,38.5%,61.5%,59
Finland - Veikkausliiga,KuPS,25,48.0%,52.0%,52
Finland - Veikkausliiga,VPS,20,25.0%,75.0%,59
Finland - Veikkausliiga,Gnistan,18,44.4%,55.6%,46
Finland - Veikkausliiga,Oulu,16,43.8%,56.3%,51
Finland - Veikkausliiga,Mariehamn,14,42.9%,57.1%,53
Finland - Veikkausliiga,Haka,14,28.6%,71.4%,64
Finland - Veikkausliiga,KTP,13,46.2%,53.8%,52
Finland - Veikkausliiga,Jaro,12,33.3%,66.7%,58
Finland - Ykkonen,,Scored,1st half,2nd half,Avg. minute
Finland - Ykkonen,TPS,35,60.0%,40.0%,44
Finland - Ykkonen,Klubi-04,26,38.5%,61.5%,50
Finland - Ykkonen,SJK Akatemia,23,47.8%,52.2%,44
Finland - Ykkonen,Ekenas IF,22,45.5%,54.5%,56
Finland - Ykkonen,Lahti,21,52.4%,47.6%,49
Finland - Ykkonen,PK-35,19,63.2%,36.8%,37
Finland - Ykkonen,JaPS,19,26.3%,73.7%,58
Finland - Ykkonen,KaPa,18,44.4%,55.6%,47
Finland - Ykkonen,JIPPO,15,46.7%,53.3%,49
Finland - Ykkonen,SalPa,6,50.0%,50.0%,44
Finland - Kakkonen,,Scored,1st half,2nd half,Avg. minute
Finland - Kakkonen,Inter Turku B,35,48.6%,51.4%,46
Finland - Kakkonen,PKKU,27,44.4%,55.6%,54
Finland - Kakkonen,OLS Oulu,25,36.0%,64.0%,55
Finland - Kakkonen,Jazz Pori,25,52.0%,48.0%,48
Finland - Kakkonen,KuPS Ak.,23,39.1%,60.9%,56
Finland - Kakkonen,JJK,19,63.2%,36.8%,42
Finland - Kakkonen,Tampere Utd,16,37.5%,62.5%,57
Finland - Kakkonen,KPV Kokkola,15,60.0%,40.0%,43
Finland - Kakkonen,Mikkelin,14,35.7%,64.3%,53
Finland - Kakkonen,Atlantis,13,46.2%,53.8%,47
Finland - Kakkonen,Rovaniemi,12,41.7%,58.3%,51
Finland - Kakkonen,EPS,12,33.3%,66.7%,58
Finland - Kakkonen - C,,Scored,1st half,2nd half,Avg. minute
Finland - Kakkonen - C,OsPa,32,40.6%,59.4%,51
Finland - Kakkonen - C,SJK Akatemia B,29,58.6%,41.4%,42
Finland - Kakkonen - C,TP-47,28,50.0%,50.0%,49
Finland - Kakkonen - C,VPS B,24,45.8%,54.2%,49
Finland - Kakkonen - C,JBK,19,52.6%,47.4%,50
Finland - Kakkonen - C,Narpes Kraft,18,50.0%,50.0%,47
Finland - Kakkonen - C,VIFK,17,41.2%,58.8%,52
Finland - Kakkonen - C,JS Hercules,17,35.3%,64.7%,49
Finland - Kakkonen - C,GBK Kokkola,16,25.0%,75.0%,62
France - Ligue 1,,Scored,1st half,2nd half,Avg. minute
France - Ligue 1,Paris SG,92,40.2%,59.8%,51
France - Ligue 1,Marseille,74,35.1%,64.9%,53
France - Ligue 1,Nice,66,57.6%,42.4%,44
France - Ligue 1,Lyon,65,33.8%,66.2%,58
France - Ligue 1,Monaco,63,36.5%,63.5%,53
France - Ligue 1,Strasbourg,56,41.1%,58.9%,50
France - Ligue 1,Lille,52,48.1%,51.9%,53
France - Ligue 1,Brest,52,55.8%,44.2%,45
France - Ligue 1,Rennes,51,45.1%,54.9%,49
France - Ligue 1,Auxerre,48,52.1%,47.9%,52
France - Ligue 1,Toulouse,44,38.6%,61.4%,53
France - Ligue 1,Lens,42,47.6%,52.4%,51
France - Ligue 1,Le Havre,40,45.0%,55.0%,52
France - Ligue 1,Nantes,39,48.7%,51.3%,49
France - Ligue 1,Saint-Etienne,39,43.6%,56.4%,45
France - Ligue 1,Reims,33,51.5%,48.5%,46
France - Ligue 1,Angers,32,43.8%,56.3%,50
France - Ligue 1,Montpellier,23,34.8%,65.2%,57
France - Ligue 2,,Scored,1st half,2nd half,Avg. minute
France - Ligue 2,Lorient,68,33.8%,66.2%,57
France - Ligue 2,Metz,64,46.9%,53.1%,54
France - Ligue 2,Guingamp,57,42.1%,57.9%,52
France - Ligue 2,Rodez Aveyron,56,39.3%,60.7%,54
France - Ligue 2,Paris FC,55,49.1%,50.9%,47
France - Ligue 2,USL Dunkerque,47,38.3%,61.7%,52
France - Ligue 2,Laval,44,45.5%,54.5%,48
France - Ligue 2,SC Bastia,43,48.8%,51.2%,48
France - Ligue 2,Grenoble,43,46.5%,53.5%,52
France - Ligue 2,Annecy,42,40.5%,59.5%,47
France - Ligue 2,Pau FC,39,41.0%,59.0%,53
France - Ligue 2,Amiens,38,50.0%,50.0%,47
France - Ligue 2,Red Star,37,56.8%,43.2%,42
France - Ligue 2,Troyes,36,41.7%,58.3%,51
France - Ligue 2,Caen,31,25.8%,74.2%,59
France - Ligue 2,AC Ajaccio,30,36.7%,63.3%,53
France - Ligue 2,Clermont,30,46.7%,53.3%,43
France - Ligue 2,Martigues,29,55.2%,44.8%,46
France - National,,Scored,1st half,2nd half,Avg. minute
France - National,Nancy,54,37.0%,63.0%,54
France - National,Concarneau,48,41.7%,58.3%,52
France - National,Le Mans,48,50.0%,50.0%,47
France - National,Boulogne,46,52.2%,47.8%,45
France - National,Aubagne,43,51.2%,48.8%,49
France - National,Orleans,43,41.9%,58.1%,51
France - National,Rouen,42,59.5%,40.5%,47
France - National,Versailles,41,56.1%,43.9%,44
France - National,Chateauroux,40,50.0%,50.0%,50
France - National,Valenciennes,38,50.0%,50.0%,46
France - National,Dijon,37,45.9%,54.1%,47
France - National,Paris 13 A.,32,43.8%,56.3%,45
France - National,Quevilly Rouen,31,54.8%,45.2%,46
France - National,Villefranche,29,37.9%,62.1%,57
France - National,Sochaux,29,24.1%,75.9%,62
France - National,Bourg-en-Bresse,26,50.0%,50.0%,48
France - National,Nimes,24,33.3%,66.7%,54
Georgia - Erovnuli Liga,,Scored,1st half,2nd half,Avg. minute
Georgia - Erovnuli Liga,Dila Gori,32,40.6%,59.4%,58
Georgia - Erovnuli Liga,Iberia,29,44.8%,55.2%,51
Georgia - Erovnuli Liga,Samgurali,26,61.5%,38.5%,40
Georgia - Erovnuli Liga,Dinamo Tbilisi,23,56.5%,43.5%,44
Georgia - Erovnuli Liga,Dinamo Batumi,21,61.9%,38.1%,45
Georgia - Erovnuli Liga,Torpedo Kutaisi,20,45.0%,55.0%,47
Georgia - Erovnuli Liga,Gareji Sagarejo,17,41.2%,58.8%,52
Georgia - Erovnuli Liga,Gagra,17,35.3%,64.7%,55
Georgia - Erovnuli Liga,Telavi,12,58.3%,41.7%,40
Georgia - Erovnuli Liga,Kolkheti Poti,12,50.0%,50.0%,51
Germany - Bundesliga,,Scored,1st half,2nd half,Avg. minute
Germany - Bundesliga,Bayern Munich,99,41.4%,58.6%,52
Germany - Bundesliga,Leverkusen,72,55.6%,44.4%,45
Germany - Bundesliga,Dortmund,71,42.3%,57.7%,53
Germany - Bundesliga,E. Frankfurt,68,50.0%,50.0%,48
Germany - Bundesliga,Stuttgart,64,42.2%,57.8%,49
Germany - Bundesliga,Wolfsburg,56,37.5%,62.5%,52
Germany - Bundesliga,Monchengladbach,55,45.5%,54.5%,49
Germany - Bundesliga,FSV Mainz,55,49.1%,50.9%,46
Germany - Bundesliga,Werder Bremen,54,48.1%,51.9%,49
Germany - Bundesliga,RB Leipzig,53,58.5%,41.5%,41
Germany - Bundesliga,Holstein Kiel,49,49.0%,51.0%,53
Germany - Bundesliga,Freiburg,49,42.9%,57.1%,51
Germany - Bundesliga,Hoffenheim,46,45.7%,54.3%,51
Germany - Bundesliga,Heidenheim,37,40.5%,59.5%,52
Germany - Bundesliga,FC Augsburg,35,48.6%,51.4%,48
Germany - Bundesliga,Union Berlin,35,54.3%,45.7%,46
Germany - Bundesliga,Bochum,31,48.4%,51.6%,47
Germany - Bundesliga,Sankt Pauli,28,46.4%,53.6%,53
Germany - 2. Bundesliga,,Scored,1st half,2nd half,Avg. minute
Germany - 2. Bundesliga,Hamburger SV,79,49.4%,50.6%,49
Germany - 2. Bundesliga,Magdeburg,64,37.5%,62.5%,52
Germany - 2. Bundesliga,Elversberg,64,45.3%,54.7%,48
Germany - 2. Bundesliga,FC Nurnberg,60,51.7%,48.3%,47
Germany - 2. Bundesliga,Dusseldorf,57,35.1%,64.9%,55
Germany - 2. Bundesliga,Karlsruher SC,57,47.4%,52.6%,49
Germany - 2. Bundesliga,Darmstadt,56,42.9%,57.1%,52
Germany - 2. Bundesliga,Paderborn,56,32.1%,67.9%,55
Germany - 2. Bundesliga,Kaiserslautern,56,41.1%,58.9%,54
Germany - 2. Bundesliga,FC Koln,53,52.8%,47.2%,46
Germany - 2. Bundesliga,Schalke 04,52,44.2%,55.8%,52
Germany - 2. Bundesliga,Hertha Berlin,49,34.7%,65.3%,52
Germany - 2. Bundesliga,Greuther Furth,45,55.6%,44.4%,44
Germany - 2. Bundesliga,Hannover 96,41,39.0%,61.0%,53
Germany - 2. Bundesliga,Preuss. Munster,40,47.5%,52.5%,49
Germany - 2. Bundesliga,Braunschweig,38,42.1%,57.9%,53
Germany - 2. Bundesliga,Ulm,36,55.6%,44.4%,41
Germany - 2. Bundesliga,Regensburg,23,52.2%,47.8%,44
Germany - 3. Liga,,Scored,1st half,2nd half,Avg. minute
Germany - 3. Liga,FC Ingolstadt,72,43.1%,56.9%,51
Germany - 3. Liga,Dynamo Dresden,71,40.8%,59.2%,49
Germany - 3. Liga,Bielefeld,64,37.5%,62.5%,57
Germany - 3. Liga,Energie Cottbus,64,51.6%,48.4%,47
Germany - 3. Liga,Verl,62,56.5%,43.5%,47
Germany - 3. Liga,Viktoria Koln,59,35.6%,64.4%,55
Germany - 3. Liga,Saarbrucken,59,50.8%,49.2%,48
Germany - 3. Liga,Wehen Wiesbaden,59,42.4%,57.6%,52
Germany - 3. Liga,1860 Munchen,57,40.4%,59.6%,53
Germany - 3. Liga,RW Essen,55,45.5%,54.5%,49
Germany - 3. Liga,Hansa Rostock,54,40.7%,59.3%,53
Germany - 3. Liga,Dortmund B,53,47.2%,52.8%,51
Germany - 3. Liga,Erzgebirge Aue,52,61.5%,38.5%,43
Germany - 3. Liga,Hannover 96 B,51,45.1%,54.9%,51
Germany - 3. Liga,Sandhausen,49,38.8%,61.2%,53
Germany - 3. Liga,VfB Stuttgart B,49,53.1%,46.9%,44
Germany - 3. Liga,Osnabruck,46,45.7%,54.3%,50
Germany - 3. Liga,Alemannia A.,44,40.9%,59.1%,49
Germany - 3. Liga,Mannheim,43,55.8%,44.2%,47
Germany - 3. Liga,Unterhaching,40,52.5%,47.5%,43
Greece - Super League,,Scored,1st half,2nd half,Avg. minute
Greece - Super League,PAOK,62,40.3%,59.7%,52
Greece - Super League,Olympiakos,58,44.8%,55.2%,48
Greece - Super League,Levadiakos,50,44.0%,56.0%,50
Greece - Super League,AEK Athens,48,43.8%,56.3%,53
Greece - Super League,Panathinaikos,42,40.5%,59.5%,54
Greece - Super League,Panserraikos,40,47.5%,52.5%,50
Greece - Super League,OFI Crete,37,54.1%,45.9%,46
Greece - Super League,Volos,36,44.4%,55.6%,51
Greece - Super League,A. Kallithea,36,41.7%,58.3%,53
Greece - Super League,Atromitos,32,43.8%,56.3%,51
Greece - Super League,Aris,31,54.8%,45.2%,47
Greece - Super League,Panaitolikos,29,48.3%,51.7%,51
Greece - Super League,Asteras T.,27,33.3%,66.7%,54
Greece - Super League,Lamia,21,47.6%,52.4%,50
Hong Kong - Premier League,,Scored,1st half,2nd half,Avg. minute
Hong Kong - Premier League,Tai Po,62,51.6%,48.4%,49
Hong Kong - Premier League,Kitchee,55,49.1%,50.9%,50
Hong Kong - Premier League,LM Warriors,54,29.6%,70.4%,59
Hong Kong - Premier League,Eastern,54,38.9%,61.1%,52
Hong Kong - Premier League,HK Rangers,38,47.4%,52.6%,55
Hong Kong - Premier League,North District,37,51.4%,48.6%,47
Hong Kong - Premier League,Kowloon City,36,50.0%,50.0%,49
Hong Kong - Premier League,Southern D.,34,50.0%,50.0%,48
Hong Kong - Premier League,Hong Kong FC,21,66.7%,33.3%,43
Hungary - NB I,,Scored,1st half,2nd half,Avg. minute
Hungary - NB I,Paks,65,43.1%,56.9%,54
Hungary - NB I,Ferencvaros,64,45.3%,54.7%,51
Hungary - NB I,Puskas A.,58,46.6%,53.4%,52
Hungary - NB I,MTK Budapest,53,39.6%,60.4%,55
Hungary - NB I,Debrecen,52,32.7%,67.3%,54
Hungary - NB I,Gyor,49,34.7%,65.3%,56
Hungary - NB I,DVTK,43,53.5%,46.5%,45
Hungary - NB I,Ujpest,38,50.0%,50.0%,44
Hungary - NB I,Zalaegerszegi,35,51.4%,48.6%,46
Hungary - NB I,Fehervar,34,29.4%,70.6%,60
Hungary - NB I,Nyiregyhaza,31,54.8%,45.2%,46
Hungary - NB I,Kecskemeti TE,31,58.1%,41.9%,47
Iceland - Urvalsdeild,,Scored,1st half,2nd half,Avg. minute
Iceland - Urvalsdeild,Valur,35,45.7%,54.3%,49
Iceland - Urvalsdeild,KR Reykjavik,34,44.1%,55.9%,53
Iceland - Urvalsdeild,Vikingur R.,26,57.7%,42.3%,42
Iceland - Urvalsdeild,Stjarnan,24,45.8%,54.2%,45
Iceland - Urvalsdeild,Breidablik,24,45.8%,54.2%,52
Iceland - Urvalsdeild,Fram,21,57.1%,42.9%,46
Iceland - Urvalsdeild,Hafnarfjordur,19,52.6%,47.4%,48
Iceland - Urvalsdeild,IA Akranes,15,60.0%,40.0%,45
Iceland - Urvalsdeild,Afturelding,15,20.0%,80.0%,58
Iceland - Urvalsdeild,Vestri,13,53.8%,46.2%,51
Iceland - Urvalsdeild,IBV,13,53.8%,46.2%,47
Iceland - Urvalsdeild,KA Akureyri,12,41.7%,58.3%,59
Iceland - 1. Deild,,Scored,1st half,2nd half,Avg. minute
Iceland - 1. Deild,Thor Akureyri,26,50.0%,50.0%,49
Iceland - 1. Deild,Njardvik,24,37.5%,62.5%,55
Iceland - 1. Deild,Grindavik,23,30.4%,69.6%,54
Iceland - 1. Deild,Volsungur,19,47.4%,52.6%,56
Iceland - 1. Deild,HK Kopavogur,19,63.2%,36.8%,45
Iceland - 1. Deild,Throttur R.,18,44.4%,55.6%,51
Iceland - 1. Deild,IR Reykjavik,18,50.0%,50.0%,46
Iceland - 1. Deild,Keflavik,16,50.0%,50.0%,44
Iceland - 1. Deild,Fylkir,14,35.7%,64.3%,56
